English;Português;简体中文;繁體中文
<i>"When the flame hexagon burns bright, Ankh-Ra shall appear to defend the night"</i>;<i>"Quando o hexágono flamejante brilhar, Ankh-Ra aparecerá para a noite vigiar"</i>";<i>“当六边形火焰熊熊燃烧，安卡・拉将现身守护黑夜”</i>;<i>“當六邊形火焰熊熊燃燒，安卡・拉將現身守護黑夜”</i>
The Blue Marble;O Planeta Azul;蓝色弹珠;藍色彈珠
Use a build containing <style="LYellow">Orbital</style> to reach <style="LYellow">6AM;Usa a habilidade <style="LYellow">Orbital</style> e alcança as <style="LYellow">6:00;使用包含<style="LYellow">轨道攻击</style>的阵容存活至<style="LYellow">早上6点</style>;使用包含<style="LYellow">軌道攻擊</style>的陣容存活至<style="LYellow">早上6點</style>
The Red Planet;O Planeta Vermelho;红色星球;紅色星球
Survive below <style="LYellow">25% <style="Green">Health</style> during <style="LYellow">10 rounds;Sobrevive com menos de <style="LYellow">25% </style>de <style="Green">Vida</style> durante <style="LYellow">10 rondas;在<style="LYellow">10回合</style>内保持<style="LYellow">25%<style="Green">生命值</style></style>以下存活;在<style="LYellow">10回合</style>內保持<style="LYellow">25%<style="Green">生命值</style></style>以下存活
The Gas Giant;O Gigante Gasoso;气态巨行星;氣態巨行星
Use <style="LYellow">Orbital</style> and reach <style="LYellow">5000 <style="Green">Max HP;Usa a habilidade <style="LYellow">Orbital</style> e alcança <style="LYellow">5000 <style="Green">de Vida Máxima;使用<style="LYellow">轨道攻击</style>并达到<style="LYellow">5000点<style="Green">最大生命值</style></style>;使用<style="LYellow">軌道攻擊</style>並達到<style="LYellow">5000點<style="Green">最大生命值</style></style>
The Sideways Planet;O Planeta Inclinado;侧行行星;側行行星
Avoid getting hit for <style="LYellow">10 Rounds;Evita ser atingido por <style="LYellow">10 Rodadas;连续<style="LYellow">10回合</style>不被击中;連續<style="LYellow">10回合</style>不被擊中
The Ice Giant;O Gigante de Gelo;冰霜巨人;冰霜巨人
Freeze <style="LYellow">20</style> enemies in a second using <style="LYellow">Orbital</style> and <style="LYellow">Freeze</style> with a slow of at least <style="LYellow">50%;Congela <style="LYellow">20</style> inimigos em um segundo usando <style="LYellow">Orbitais</style> e <style="LYellow">Congelar</style> com uma lentidão de pelo menos <style="LYellow">50%;使用<style="LYellow">轨道攻击</style>和<style="LYellow">冰冻</style>效果（减速至少50%）在1秒内冻结<style="LYellow">20</style>名敌人;使用<style="LYellow">軌道攻擊</style>和<style="LYellow">冰凍</style>效果（減速至少50%）在1秒內凍結<style="LYellow">20</style>名敵人
Collect <style="LYellow">250K</style> Embers;Coleta <style="LYellow">250K</style> Brasas;收集<style="LYellow">25万</style>余烬;收集<style="LYellow">25萬</style>餘燼
Quick Money;Dinheiro Rápido;快速致富;快速致富
Get <style="LYellow">30k</style> from a single game;Obtém <style="LYellow">30k</style> em uma única noite;单局获得<style="LYellow">3万</style>余烬;單局獲得<style="LYellow">3萬</style>餘燼
Make a profit of <style="LYellow">+100k</style> Embers from a single bet in Gyomyo's Casino;Obtém um lucro de <style="LYellow">+100k</style> Brasas em uma única aposta no Casino do Gyomyo;在鱼夫娱乐场中单次投注赢取<style="Yellow">+10万</style>余烬利润;在魚夫娛樂場中單次投注贏取<style="Yellow">+10萬</style>餘燼利潤
Gotta catch'em all!;Vamos pegá-los todos!;全收集大师！;全收集大師！
Unlock <style="LYellow">10</style> <sprite name="Shiny"> Shiny animals;Descobre <style="LYellow">10</style> <sprite name="Shiny"> Animais Radiantes;解锁<style="LYellow">10只<sprite name="Shiny">稀有生物</style>;解鎖<style="LYellow">10隻<sprite name="Shiny">稀有生物</style>
High Risk High Reward;Alto Risco, Alta Recompensa;高风险高回报;高風險高回報
Get <style="LYellow>30 Augments</style> in a single round;Obtém <style="LYellow>30 Aumentos</style> em uma única rodada;单回合内获取<style="LYellow">30个强化项</style>;單回合內獲取<style="LYellow">30個強化項</style>
Frozen to the Bone;Congelado até ao Osso;极寒冻结;極寒凍結
Reach maximum <style="LBlue">Slow Percentage;Alcança o máximo de <style="LBlue">Porcentagem de Lentidão;达到最高<style="LBlue">减速百分比</style>;達到最高<style="LBlue">減速百分比</style>
Static Chain;Cadeia Estática;雷光锁链;雷光鎖鏈
Apply <style="LYellow">20<style="Pink"> On-Hit Effects</style> in a single chain;Aplica <style="LYellow">20<style="Pink"> Efeitos de Contacto</style> em uma única cadeia;在单条雷光锁链</style>上施加了<style="LYellow">20层</style><style="Pink">命中效果</style>;在單條雷光鎖鏈</style>上施加了<style="LYellow">20層</style><style="Pink">命中效果</style>
The Legend of the Immortal Bird;A Lenda do Pássaro Imortal;不死鸟传奇;不死鳥傳奇
Reach <style="LYellow">6AM</style> without going below <style="LYellow">50% <style="Green">health;Alcança as <style="LYellow">6:00</style> sem descer abaixo de <style="LYellow">50% </style>de <style="Green">Vida;保持<style="LYellow">50%<style="Green">生命值</style></style>以上存活至<style="LYellow">清晨6点</style>;保持<style="LYellow">50%<style="Green">生命值</style></style>以上存活至<style="LYellow">清晨6點</style>
<i>"When 50 Ghouls stand tall in sight, King Ghoul shall join the fight"</i>;<i>"Quando 25 Espíritos se erguerem à vista, o Rei dos Espíritos se juntará à conquista"</i>;<i>"当五十食尸鬼列阵在前，食尸鬼王必将参战"</i>;<i>"當五十食屍鬼列陣在前，食屍鬼王必將參戰"</i>
The Nether Realm;O Reino do Inferno;熔岩炼狱;熔岩煉獄
Have <style="LYellow">100 Lava Pools</style> at the same time;Gera <style="LYellow">100 Poças de Lava</style> ao mesmo tempo;同时存在<style="LYellow">100个熔岩池</style>;同時存在<style="LYellow">100個熔岩池</style>
It's Spring Time;É Tempo de Primavera;春暖花开;春暖花開
Have <style="LYellow">50 Flowers</style> at the same time;Gera <style="LYellow">50 Flores</style> ao mesmo tempo;同时拥有<style="LYellow">50朵鲜花</style>;同時擁有<style="LYellow">50朵鮮花</style>
Let it Snow!;Deixa Nevar!;冰雪世界！;冰雪世界！
Have <style="LYellow">100 <style="LBlue">Snow Pools</style></style> at the same time;Gera <style="LYellow">100 <style="LBlue">Poças de Neve</style></style> ao mesmo tempo;同时维持<style="LYellow">100个<style="LBlue">雪池</style></style>;同時維持<style="LYellow">100個<style="LBlue">雪池</style></style>
Short Fuse;Pavio Curto;速射专家;速射專家
Maximize <style="LYellow">Burst Interval</style> and <style="LYellow">Multicaster;Maximiza o <style="LYellow">Intervalo de Rajada</style> e o <style="LYellow">Multi-Lançador</style>;将<style="LYellow">狂怒间隔</style>和<style="LYellow">多重施法</style>提升至极限;將<style="LYellow">狂怒間隔</style>和<style="LYellow">多重施法</style>提升至極限
As fast as it gets!;O mais rápido possível!;极致攻速！;極致攻速！
Get <style="LYellow">24</style> effective <style="LYellow">Attack Speed</style> with <style="LYellow">Multicaster</style>;Obtém <style="LYellow">24</style> de <style="LYellow">Velocidade de Ataque</style> efetiva com <style="LYellow">Multi-Lançador</style>;通过<style="LYellow">多重施法</style>达成<style="LYellow">24点</style>有效<style="LYellow">攻击速度</style>;通過<style="LYellow">多重施法</style>達成<style="LYellow">24點</style>有效<style="LYellow">攻擊速度</style>
Powering Up!;Carregando!;能量充能！;能量充能！
Deal <style="LYellow">5x</style> your <style="Red">damage</style> value with a <style="LYellow">critical shot;Causa <style="LYellow">5x</style> o valor do teu <style="Red">dano base</style> com um <style="LYellow">acerto crítico</style>;造成<style="LYellow">5倍</style>自身<style="Red">伤害值</style>的<style="LYellow">暴击伤害</style>;造成<style="LYellow">5倍</style>自身<style="Red">傷害值</style>的<style="LYellow">暴擊傷害</style>
The Sorcerer;O Feiticeiro;大法师;大法師
Deal <style="LYellow">50k <style="Red">Effective Damage</style></style> in a single hit;Causa <style="LYellow">50k</style> de <style="Red">Dano Efetivo</style> em um único golpe;单次攻击造成<style="LYellow">5万点<style="Red">有效伤害</style></style>;單次攻擊造成<style="LYellow">5萬點<style="Red">有效傷害</style></style>
Lightning and Thunder;Relâmpago e Trovão;雷霆万钧;雷霆萬鈞
Reach the lowest <style="LYellow">Thunder Interval</style> possible without increasing <style="LYellow">Attack Speed</style> nor <style="LYellow">Bullet Speed;Alcance o menor <style="LYellow">Intervalo de Trovão</style> possível sem aumentar a <style="LYellow">Velocidade de Ataque</style> nem a <style="LYellow">Velocidade de Bala</style>;在不提升<style="LYellow">攻击速度</style>和<style="LYellow">子弹速度</style>的情况下，达到最低<style="LYellow">雷霆间隔</style>;在不提升<style="LYellow">攻擊速度</style>和<style="LYellow">子彈速度</style>的情況下，達到最低<style="LYellow">雷霆間隔</style>
War of Roses;Guerra das Rosas;玫瑰战争;玫瑰戰爭
Deal back more <style="Red">damage</style> than the one you received using <style="LYellow">Thorns;Causa mais <style="Red">dano</style> do que o recebido usando <style="LYellow">Espinhos</style>;使用<style="LYellow">荆棘</style>反弹的<style="Red">伤害</style>超过所受伤害;使用<style="LYellow">荊棘</style>反彈的<style="Red">傷害</style>超過所受傷害
An Assassin's Greed;A Ganância de um Assassino;刺客的贪婪;刺客的貪婪
<style="Red">Execute</style> an enemy with more <style="Green">HP</style> than your own <style="Green">Max HP</style>;<style="Red">Executa</style> um inimigo com mais <style="Green">Vida</style> do que a tua própria <style="Green">Vida Máxima</style>;<style="Red">处决</style>生命值高于你<style="Green">最大生命值</style>的敌人;<style="Red">處決</style>生命值高於你<style="Green">最大生命值</style>的敵人
A story on Vampires;Uma História sobre Vampiros;吸血鬼传说;吸血鬼傳說
<style="Green">Heal</style> at a rate of <style="LYellow">1000/s;Cura</style> a uma taxa de <style="LYellow">1000/s</style>;达到<style="LYellow">1000点/秒</style>的<style="Green">生命恢复</style>速率;達到<style="LYellow">1000點/秒</style>的<style="Green">生命恢復</style>速率
Boom! Boom! Boom!;Boom! Boom! Boom!;连环爆炸！;連環爆炸！
Manage to create <style="LYellow">10 <style="Orange">Explosions</style></style> in a row;Cria <style="LYellow">10 <style="Orange">Explosões</style></style> consecutivas;连续引发<style="LYellow">10次<style="Orange">爆炸</style></style>;連續引發<style="LYellow">10次<style="Orange">爆炸</style></style>
All sorts of Bees;Todos os Tipos de Abelhas;蜂群大军;蜂群大軍
Get an army with all types of <style="LYellow">bees;Monta um exército com todos os tipos de <style="LYellow">abelhas</style>;组建包含所有类型的<style="LYellow">蜜蜂</style>军团;組建包含所有類型的<style="LYellow">蜜蜂</style>軍團
The Ringed Planet;O Planeta com Anéis;环带行星;環帶行星
Use <style="LYellow">Orbital</style> to have the maximum amount of orbits by your side;Usa <style="LYellow">Orbitais</style> para ter o máximo de órbitas ao teu lado;使用<style="LYellow">轨道攻击</style>达成最大环绕数量;使用<style="LYellow">軌道攻擊</style>達成最大環繞數量
Loot them all!;Saquear Todos!;搜刮殆尽！;搜刮殆盡！
Loot <style="LYellow">+5k embers</style> in a single round;Saca <style="LYellow">+5k brasas</style> em uma única rodada;单回合掠夺<style="LYellow">+5000余烬</style>;單回合掠奪<style="LYellow">+5000餘燼</style>
The Morning Star;A Estrela da Manhã;晨星;晨星
Use <style="LYellow">Orbital</style> to one-shot an enemy;Usa as <style="LYellow">Orbitas</style> para matar um inimigo em um único golpe;使用<style="LYellow">轨道攻击</style>一击消灭敌人;使用<style="LYellow">軌道攻擊</style>一擊消滅敵人
The Swift Planet;O Planeta Veloz;迅捷行星;迅捷行星
Use <style="LYellow">Orbital</style> and reach maximum <style="LYellow">Bullet Speed;Usa as <style="LYellow">Orbitas</style> e alcança a <style="LYellow">Velocidade de Bala</style> máxima;使用<style="LYellow">轨道攻击</style>并达到最高<style="LYellow">子弹速度</style>;使用<style="LYellow">軌道攻擊</style>並達到最高<style="LYellow">子彈速度</style>
An Upbeat Sound I;Um Som Animado I;欢快乐章 I;歡快樂章 I
Max out your <style="LYellow">Resonance</style> ability to discover an upbeat tune;Maximiza a habilidade <style="LYellow">Ressonância</style> para descobrir uma melodia animada;将<style="LYellow">共鸣</style>能力提升至最大以解锁欢快乐曲;將<style="LYellow">共鳴</style>能力提升至最大以解鎖歡快樂曲
An Upbeat Sound II;Um Som Animado II;欢快乐章 II;歡快樂章 II
Find an appropriate place to play <style="LYellow">Cloris' rythm minigame;Encontra um lugar apropriado para colocar o minijogo de ritmo da <style="LYellow">Cloris</style>;寻找合适地点游玩<style="LYellow">克洛里斯节奏小游戏</style>;尋找合適地點遊玩<style="LYellow">克洛里斯節奏小遊戲</style>
An Upbeat Sound III;Um Som Animado III;欢快乐章 III;歡快樂章 III
Clear the <style="LBlue">Techno Turtle</style> minigame in any difficulty;Completa o minijogo <style="LBlue">Tartaruga Techno</style> em qualquer dificuldade;通关<style="LBlue">电音龟龟</style>小游戏的任意难度;通關<style="LBlue">電音龜龜</style>小遊戲的任意難度
Spiritual Energy;Energia Espiritual;精神能量;精神能量
Maximize all stats on your <style="LYellow">Immolate</style> ability;Maximiza todos os atributos da habilidade <style="LYellow">Imolador</style>;将<style="LYellow">献祭</style>能力所有属性提升至极限;將<style="LYellow">獻祭</style>能力所有屬性提升至極限
